155,87,2
989,206,2
800,712,2
1000,999,2
90,829,2
925,255,2
331,649,2
21,33,2
866,703,2
779,995,2
364,178,2
744,722,2
960,810,2
697,179,2
970,9,2
999,957,2
134,227,2
710,512,2
782,428,2
626,692,2
975,680,2
853,504,2
85,665,2
352,13,2
934,871,2
678,900,2
278,853,2
943,517,2
765,523,2
697,1014,2
658,691,2
265,795,2
720,838,2
344,187,2
764,571,2
796,532,2
641,452,2
908,363,2
136,51,2
85,18,2
81,156,2
211,132,2
309,231,2
151,382,2
84,285,2
175,609,2
215,612,2
178,567,2
122,675,2
132,730,2
193,452,1
368,693,2
396,823,2
499,633,2
628,647,2
561,767,2
644,811,2
658,867,2
660,965,2
423,1008,2
263,975,2
227,875,2
18,878,2
109,989,2
166,1018,2
101,877,2
995,685,2
774,797,2
913,996,2
976,425,2
673,24,2
904,320,2
518,606,2
674,357,2
361,345,2
236,555,2
136,995,2
477,1010,2
640,716,2
875,687,2
743,183,1
456,717,1
513,828,1
314,571,1
363,387,1
