395,437,2
412,687,2
485,686,2
449,756,2
372,725,2
325,797,2
234,802,2
262,888,2
308,883,2
199,949,2
367,938,2
438,952,2
503,891,2
465,833,2
526,766,2
654,671,2
574,630,2
682,577,2
714,510,2
625,495,2
668,420,2
743,418,2
859,484,2
780,495,2
947,554,2
952,452,2
882,373,2
948,320,2
818,293,2
706,267,2
791,176,2
733,40,2
680,59,2
995,30,2
564,93,2
493,88,2
398,101,2
288,30,2
182,35,2
26,49,2
42,133,2
117,288,2
21,307,2
84,373,2
168,426,2
157,541,2
36,564,2
189,635,2
147,736,2
74,672,2
33,874,2
519,977,2
297,1015,2
714,961,2
724,996,2
814,998,2
842,869,2
593,869,2
632,844,2
683,781,2
808,774,2
849,789,2
896,736,2
962,719,2
980,674,2
971,631,2
727,696,2
683,733,2
858,565,2
839,611,2
901,959,2
924,915,2
907,869,2
939,839,2
914,813,2
785,924,2
1003,944,2
1020,893,2
452,510,2
480,476,2
599,348,2
465,381,2
442,359,2
487,286,2
449,211,2
351,214,2
359,307,2
322,320,2
266,325,1
402,624,2
905,214,2
986,187,2
1014,141,2
889,93,2
124,164,2
231,272,1
482,579,2
593,428,2
673,199,2
743,206,2
559,790,2
169,893,2
102,872,2
354,677,2
325,390,2
596,288,2
527,222,2
91,210,2
945,125,2
779,681,2
238,966,2
63,991,2
325,105,1
274,391,1
224,231,1
