480,700,2
306,540,2
1014,1000,1
814,803,2
532,354,2
582,516,1
947,1001,1
348,657,1
422,380,1
335,200,2
269,218,2
635,880,2
33,126,2
92,179,2
665,735,2
733,654,2
869,687,2
902,739,2
685,795,2
901,66,2
462,46,2
297,826,2
551,788,2
813,473,2
586,123,2
418,78,2
349,568,2
454,460,2
507,219,2
839,1020,2
987,790,2
571,301,2
731,948,2
854,961,2
18,436,2
708,249,2
524,709,2
272,353,2
511,738,2
498,151,2
826,646,2
792,1010,2
472,15,2
476,88,2
593,537,2
123,324,2
887,532,2
784,985,2
571,232,2
511,442,2
517,26,2
884,88,1
800,853,2
541,380,2
737,11,2
83,393,2
463,112,2
275,812,2
117,467,2
241,327,2
864,932,2
257,538,2
44,803,2
708,178,2
236,248,2
589,43,2
606,432,2
191,538,2
685,371,2
332,90,2
210,35,2
551,565,1
152,64,2
274,289,2
125,99,2
263,854,1
529,624,2
655,217,2
983,699,2
48,503,2
18,568,2
187,910,1
970,55,2
298,407,2
314,949,1
35,667,2
936,17,2
293,177,2
292,120,2
655,818,1
341,816,2
33,957,1
64,418,2
442,809,2
1001,100,2
279,471,2
969,20,2
657,178,2
15,534,2
122,427,2
282,432,1
374,700,1
46,341,2
761,796,2
424,883,2
840,473,2
486,1013,2
79,70,2
433,947,1
73,629,2
341,909,2
9,381,2
370,161,2
686,12,1
113,398,2
279,64,2
333,435,2
451,353,1
721,883,2
431,199,2
297,270,2
866,8,2
7,1011,2
7,236,2
25,40,2
440,284,2
437,243,2
521,158,2
888,383,2
899,450,2
317,867,2
490,777,2
527,822,2
177,724,2
59,928,2
129,1015,2
490,648,2
215,556,2
152,486,2
210,187,2
910,564,2
877,604,2
832,595,2
729,576,2
751,528,2
669,514,2
748,427,2
790,139,2
515,472,2
195,661,2
582,170,2
200,782,2
598,992,2
201,638,2
218,122,2
162,217,2
193,293,2
155,340,2
657,311,2
291,501,2
387,1013,2
444,647,2
95,126,2
152,169,2
157,247,2
149,298,2
48,551,2
9,721,1
26,733,2
310,1011,1
637,910,2
727,1017,2
275,708,2
336,727,2
388,85,2
502,8,2
637,65,2
361,379,2
336,361,2
639,7,1
910,2,2
764,208,1
637,250,2
908,252,2
906,230,2
747,397,1
720,389,1
603,374,1
481,502,2
976,584,2
991,726,2
970,717,2
743,932,2
523,877,1
