264,278,1
849,156,1
400,597,1
512,669,1
476,846,1
134,804,2
136,423,1
943,23,1
873,358,1
189,608,1
381,751,2
400,951,2
249,119,1
807,559,1
588,971,2
272,843,2
113,137,1
573,411,1
639,789,1
998,84,1
856,557,1
668,665,1
703,996,2
914,515,1
9,689,1
770,739,2
410,333,1
63,474,2
505,924,2
819,862,2
53,575,2
425,148,1
1008,577,1
688,855,2
935,976,1
328,890,2
894,975,1
7,565,1
990,606,1
271,650,2
334,105,1
878,842,1
424,624,1
970,34,1
196,636,1
706,292,1
664,620,1
71,806,2
72,852,2
20,775,2
704,821,2
9,500,1
850,617,1
648,886,2
12,448,1
386,814,2
618,626,1
1009,902,1
287,1020,2
860,957,1
889,771,1
133,967,2
851,764,2
956,885,1
965,761,1
910,715,1
244,959,2
952,840,1
208,990,2
139,897,2
965,659,1
966,514,1
936,943,1
1005,825,1
888,885,1
975,578,1
916,1002,1
946,912,1
903,946,1
994,496,1
902,634,1
945,742,1
1019,874,1
170,855,2
1015,989,1
971,631,1
999,463,1
919,574,1
946,683,1
857,1010,1
916,895,1
832,704,2
1018,292,1
936,770,1
182,955,2
967,817,1
938,650,1
902,859,1
1018,340,1
1005,519,1
981,546,1
996,741,1
940,803,1
988,881,1
841,730,2
897,914,1
993,972,1
955,599,1
961,715,1
994,648,1
1002,1015,1
707,787,2
876,679,2
816,979,1
481,684,1
376,991,2
751,539,1
439,251,1
356,324,1
263,47,1
856,187,1
813,114,1
823,803,2
818,716,2
639,931,1
507,890,1
567,886,2
563,847,2
622,814,1
632,684,1
352,624,1
323,698,1
280,704,1
223,636,1
60,387,1
27,328,1
392,718,1
329,808,1
460,803,1
672,540,1
711,574,1
836,584,1
818,644,1
740,622,1
928,487,1
832,326,1
822,495,1
752,873,2
801,841,2
862,813,2
608,703,1
598,637,1
557,615,1
463,641,1
445,582,1
400,651,1
368,617,1
390,698,1
256,624,1
147,572,2
220,507,1
72,319,1
43,283,1
458,754,1
640,602,1
856,335,1
855,294,1
26,598,1
70,616,1
706,611,1
