971,953,1
519,983,1
125,843,1
67,645,1
340,597,1
360,545,1
423,553,1
428,485,1
400,450,1
382,332,1
374,365,1
300,376,1
313,307,1
115,316,1
152,249,1
67,185,1
3,263,1
32,748,1
8,714,1
3,667,1
26,579,1
205,516,1
179,580,1
175,649,1
145,681,1
101,653,1
86,715,1
83,755,1
55,673,1
248,806,1
253,843,1
267,904,1
494,726,1
330,645,1
417,653,1
22,875,1
497,166,1
279,67,1
303,7,1
364,33,1
847,114,1
941,141,1
949,239,1
913,258,1
881,221,1
823,222,1
700,202,1
663,161,1
594,210,1
526,229,1
414,198,1
427,316,1
457,289,1
332,263,1
217,170,1
231,120,1
267,132,1
345,97,1
342,155,1
485,390,1
474,436,1
519,350,1
505,455,1
581,441,1
631,377,1
856,335,1
908,344,1
1015,279,1
995,418,1
927,442,1
699,417,1
748,379,1
704,607,1
847,577,1
848,636,1
894,609,1
959,626,1
1017,598,1
808,552,1
695,657,1
595,574,1
554,630,1
530,663,1
516,683,1
502,777,1
494,805,1
446,816,1
482,824,1
515,837,1
622,719,1
745,763,1
788,669,1
826,743,1
916,843,1
944,874,1
874,927,1
891,992,1
824,989,1
742,911,1
782,857,1
1015,787,1
672,814,1
469,916,1
439,990,1
314,957,1
340,971,1
236,991,1
304,1013,1
157,792,1
51,987,1
86,1009,1
27,810,1
208,303,1
225,391,1
138,37,1
120,96,1
91,139,1
146,125,1
174,62,1
176,5,1
747,41,1
902,106,1
936,5,1
572,276,1
68,552,1
69,590,1
30,678,1
235,522,1
480,594,1
553,591,1
49,276,1
193,376,1
259,632,1
240,588,1
221,649,1
262,685,1
305,687,1
312,724,1
331,773,1
387,779,1
413,760,1
401,732,1
367,704,1
419,717,1
657,55,1
658,25,1
618,26,1
554,7,1
654,95,1
700,99,1
591,5,1
902,59,1
863,36,1
936,82,1
293,45,1
