990,411,2
680,78,2
883,902,2
837,881,2
451,935,1
226,581,2
608,16,2
235,410,2
751,986,2
184,497,2
613,687,2
876,187,2
280,743,2
100,866,2
853,339,2
134,978,2
464,759,2
30,722,2
311,82,2
888,456,2
657,820,2
271,576,2
332,931,2
122,653,2
137,505,2
533,395,2
102,579,2
161,368,2
171,665,2
303,987,2
201,214,2
445,543,2
890,348,2
558,336,2
948,289,2
696,18,2
230,10,2
706,542,2
566,805,2
957,703,2
769,554,2
862,461,2
994,816,2
803,162,2
414,68,2
10,528,2
766,138,2
950,958,2
497,572,2
12,494,2
955,507,2
222,607,2
296,404,2
829,110,2
911,597,2
786,13,2
13,197,2
579,894,2
807,240,2
184,918,2
568,568,2
261,321,2
921,664,2
328,285,2
13,908,2
72,313,2
815,989,2
311,854,2
369,911,2
156,997,2
183,556,2
694,514,2
520,803,2
849,415,2
424,871,2
548,849,2
858,618,2
100,114,2
464,290,2
252,451,2
881,521,2
884,775,2
302,451,2
829,159,2
1006,330,2
478,462,2
157,840,2
108,268,2
977,602,2
668,694,2
939,387,2
460,665,2
909,520,2
872,986,2
41,581,2
374,373,2
547,888,2
575,219,2
322,879,2
930,470,2
22,9,2
701,676,2
951,10,2
657,889,2
413,733,2
894,560,2
521,1010,2
890,156,2
741,202,2
816,483,2
688,561,2
396,220,2
443,355,2
406,382,2
300,293,2
271,128,2
53,134,2
139,125,2
134,82,2
166,32,2
13,168,2
85,443,2
231,220,2
26,332,2
23,379,2
28,466,2
91,538,2
74,579,2
39,561,2
134,603,2
68,650,2
58,678,2
272,492,2
371,470,2
439,475,2
477,545,2
551,556,2
557,477,2
660,556,2
640,703,2
543,710,2
479,650,2
404,710,2
734,645,2
696,711,2
705,761,2
59,706,2
27,801,2
129,912,2
296,885,2
358,935,2
28,1006,2
446,1019,2
493,1012,2
464,969,2
318,960,2
448,33,2
570,191,2
599,235,2
570,422,2
701,413,2
728,535,2
817,543,2
825,591,2
779,576,2
519,909,2
745,954,2
791,968,2
748,1015,2
844,990,2
1015,682,2
990,623,2
945,560,2
918,549,2
890,501,2
880,424,2
842,502,2
949,402,2
916,354,2
930,261,2
944,164,2
1006,136,2
1001,274,2
980,307,2
1006,376,2
1006,590,2
946,607,2
991,779,2
954,754,2
922,808,2
12,114,2
45,192,2
87,199,2
12,243,2
7,271,2
124,226,2
185,256,2
162,221,2
141,173,2
180,175,2
266,194,2
309,205,2
346,85,2
268,50,2
210,95,2
60,85,2
102,63,2
309,50,2
367,18,2
357,37,2
92,365,2
95,322,2
53,351,2
18,415,2
136,381,2
151,319,2
151,418,2
192,464,2
205,427,2
247,429,2
231,376,2
249,341,2
188,290,2
175,517,2
161,477,2
102,515,2
21,600,2
12,662,2
151,662,2
192,595,2
226,549,2
234,515,2
354,359,2
312,344,2
367,290,2
415,109,2
405,146,2
565,58,1
533,40,2
608,170,2
528,263,2
581,314,2
530,371,2
522,454,2
599,485,2
557,517,2
488,501,2
525,510,2
408,535,2
359,549,2
325,586,2
293,621,2
364,613,2
368,667,2
308,654,2
274,682,2
452,589,2
191,718,2
239,741,2
132,738,2
148,720,2
77,784,2
102,765,2
14,752,2
116,826,2
173,811,2
127,883,2
79,851,2
26,885,2
74,960,2
79,1006,2
124,1014,2
194,1012,2
210,934,2
161,934,2
231,858,2
396,995,2
290,1014,2
276,985,2
247,946,2
339,865,2
349,907,2
461,806,2
319,789,2
274,800,2
236,797,2
220,819,2
445,736,2
586,682,2
611,554,2
672,510,2
603,653,2
677,672,2
723,584,2
792,483,2
800,415,2
787,445,2
757,427,2
731,456,2
701,293,2
709,248,2
640,330,2
733,180,2
760,165,2
741,69,2
778,58,2
655,36,2
837,10,2
858,45,2
936,28,2
1008,55,2
978,26,2
897,170,2
861,109,1
816,180,2
840,214,2
808,261,2
858,251,2
867,282,2
768,212,2
978,192,1
1008,207,2
944,454,2
973,493,2
987,547,2
949,669,2
941,709,2
888,659,2
743,600,2
794,667,2
837,659,2
837,699,2
757,709,2
797,760,2
648,803,2
586,814,2
635,858,2
682,860,2
709,821,1
643,894,2
677,912,2
658,953,2
717,888,2
748,891,2
826,929,2
690,1005,2
535,985,2
904,1005,2
880,958,2
917,914,2
978,848,2
995,891,2
235,296,2
340,436,2
572,879,2
462,243,2
807,645,2
