711,1022,2
896,958,2
844,324,2
1005,449,2
994,506,2
810,775,2
515,46,2
897,1019,2
415,587,2
608,56,2
403,98,2
906,276,2
524,913,2
269,952,2
392,563,2
829,90,2
156,849,2
884,120,2
956,113,2
127,293,2
558,333,2
617,1005,2
751,368,2
613,192,2
781,800,2
744,895,2
270,709,2
639,187,2
921,997,2
887,389,2
516,112,2
752,206,2
803,858,2
597,232,2
578,117,2
403,423,2
654,87,2
886,661,2
370,13,2
825,363,2
742,37,2
184,757,2
770,889,2
393,245,2
866,247,2
657,328,2
645,516,2
906,57,2
782,250,2
648,822,2
873,610,2
206,249,2
665,116,1
829,620,1
941,720,1
222,69,2
540,992,2
777,853,2
663,852,2
372,537,2
844,669,2
922,827,2
503,353,2
529,136,2
486,199,2
835,821,2
494,12,2
742,149,2
635,265,2
8,436,2
602,930,2
774,8,2
125,122,2
170,57,2
138,924,2
26,958,2
127,402,2
423,300,2
222,921,2
873,871,2
381,368,2
153,345,2
485,389,2
13,87,2
83,249,2
909,878,2
250,203,2
155,245,2
9,922,2
438,400,2
318,262,2
12,1020,2
283,814,2
424,226,2
291,276,2
457,663,2
257,742,2
8,533,2
433,545,2
996,978,2
310,805,2
362,153,2
276,136,2
275,63,2
178,199,2
57,204,2
42,142,2
50,295,2
257,271,2
250,320,2
186,402,2
193,462,2
68,476,2
85,773,2
61,813,2
61,996,2
336,467,2
354,324,2
136,480,2
307,330,2
320,168,2
201,317,2
390,468,2
349,405,2
288,519,2
187,512,2
66,904,2
177,931,2
392,760,2
140,1009,2
35,359,2
257,449,2
28,554,2
63,620,2
349,607,2
380,827,2
401,941,2
355,880,2
310,934,2
209,812,2
133,832,2
110,722,2
15,814,2
101,919,2
112,987,2
327,1022,2
468,740,2
533,721,2
552,598,2
992,257,2
961,388,2
943,462,2
892,455,2
454,687,2
357,733,2
983,864,2
936,332,2
843,418,2
829,466,2
704,130,2
528,77,2
476,59,2
485,103,2
721,195,2
629,368,1
668,407,2
423,337,2
418,258,2
368,182,2
301,30,2
235,15,2
125,24,2
112,69,2
8,151,2
68,12,2
470,444,2
15,656,2
454,839,2
584,739,2
612,648,2
612,549,1
650,598,2
495,537,2
547,501,2
472,875,1
892,984,2
696,786,2
598,856,2
617,912,1
643,969,2
674,891,1
525,646,2
969,696,2
851,761,2
978,757,2
117,245,2
248,384,2
177,607,2
643,715,2
261,349,2
301,665,2
870,944,1
851,1005,1
541,177,2
546,935,1
943,668,1
1015,891,2
